work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Analyst,USD,105500,US,0,US,M
2023,MI,FT,Data Analyst,USD,105380,US,0,US,M
2023,SE,FT,Data Manager,USD,105200,US,0,US,M
2023,SE,FT,Data Analyst,USD,105200,US,0,US,M
2020,EN,FT,Data Scientist,USD,105000,US,100,US,S
2023,MI,FT,Business Data Analyst,USD,105000,US,50,US,L
2023,SE,FT,Data Scientist,USD,105000,US,0,US,M
2023,SE,FT,Data Analyst,USD,105000,US,100,US,M
2023,SE,FT,Data Scientist,USD,104650,US,100,US,M
2023,SE,FT,Data Analyst,USD,104300,US,0,US,L
2023,MI,FT,Research Scientist,GBP,102772,GB,0,GB,M
2023,MI,FT,Data Engineer,USD,102000,US,0,US,M
2023,SE,FT,Data Analyst,USD,100500,US,0,US,M
2020,EN,CT,Business Data Analyst,USD,100000,US,100,US,L
2023,EN,FT,Data Quality Analyst,USD,100000,NG,100,NG,L
2023,EX,FT,Data Scientist,USD,100000,US,0,US,M
2023,MI,FT,Data Engineer,USD,100000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,USD,100000,US,100,US,M
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,USD,100000,US,0,US,M
2023,SE,FT,Data Analyst,USD,100000,US,100,US,M
2023,SE,FT,Data Analyst,USD,100000,US,100,US,M
2023,SE,FT,Data Analyst,USD,100000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,EUR,96578,NL,100,NL,L
2023,MI,FT,Data Scientist,EUR,96578,IE,0,IE,M
2023,SE,FT,Machine Learning Engineer,USD,95000,CA,100,CA,M
2023,SE,FT,Data Engineer,USD,95000,US,100,US,M
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M
2021,SE,FT,Data Science Manager,INR,94665,IN,50,IN,L
2023,SE,FT,Data Engineer,USD,94300,US,0,US,M
2023,MI,FT,Data Scientist,USD,93918,US,100,US,M
2023,EN,FT,Data Engineer,USD,92700,US,100,US,M
2023,SE,FT,Data Scientist,USD,90700,US,0,US,M
2023,SE,FT,Data Modeler,USD,90700,US,0,US,M
2023,SE,FT,Data Engineer,USD,90700,US,0,US,M
2023,MI,FT,Machine Learning Engineer,USD,90000,US,0,US,M
2023,MI,FT,Data Engineer,USD,90000,US,0,US,M
2023,MI,FT,Data Analyst,USD,90000,US,0,US,M
2023,SE,FT,Data Strategist,USD,90000,CA,0,CA,M
2023,SE,FT,Data Analyst,USD,90000,US,100,US,M
2022,SE,FT,Data Scientist,EUR,,ES,100,GB,L
2023,SE,FT,Data Manager,USD,86000,US,100,US,M
2023,SE,FT,Principal Data Scientist,EUR,85847,ES,100,ES,L
2023,MI,FT,ETL Engineer,GBP,85066,GB,100,GB,M
2023,MI,FT,Data Scientist,GBP,85066,GB,0,GB,M
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M
2023,EN,FT,Data Analyst,USD,85000,US,100,US,M
2023,EN,FT,Data Analyst,USD,85000,US,100,US,M
2023,MI,FT,Data Analyst,USD,85000,US,0,US,M
2023,SE,FT,Data Engineer,USD,81500,US,0,US,M
2023,SE,FT,Data Engineer,USD,81500,US,0,US,M
2023,SE,FT,Data Engineer,USD,81500,US,0,US,M
2023,MI,FT,Data Scientist,EUR,80481,IE,0,IE,M
2023,MI,FT,Data Specialist,USD,80000,US,0,US,M
2023,SE,FT,Data Quality Analyst,USD,80000,US,0,US,M
2023,SE,FT,Data Quality Analyst,USD,80000,US,0,US,M
2023,SE,FT,Data Analyst,USD,80000,US,0,US,M
2023,SE,FT,Data Analyst,USD,80000,US,0,US,M
2023,SE,FT,Data Analyst,USD,80000,US,100,US,M
2023,SE,FT,Data Analyst,USD,80000,US,100,US,M
2023,MI,FT,Data Scientist,GBP,78990,GB,0,GB,M
2023,MI,FT,AI Developer,SGD,75020,FI,0,FI,M
2023,EN,FT,Data Analyst,USD,75000,US,0,US,M
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M
2023,MI,FT,Data Engineer,USD,75000,US,0,US,M
2023,MI,FT,Data Engineer,USD,75000,US,100,US,M
2023,MI,FT,Data Analyst,USD,75000,US,0,US,M
2023,SE,FT,Data Engineer,USD,75000,US,100,US,M
2023,SE,FT,Data Engineer,USD,75000,US,0,US,M
2023,SE,FT,Data Analyst,USD,75000,US,100,US,M
2023,SE,FT,Data Analyst,USD,75000,US,100,US,M
2022,MI,FT,Data Scientist,EUR,73546,DE,100,DE,M
2023,MI,FT,Data Scientist,GBP,72914,GB,0,GB,M
2023,MI,FT,Data Analyst,GBP,72914,GB,0,GB,M
2023,SE,FT,Data Strategist,USD,72000,CA,0,CA,M
2023,EN,FT,Data Scientist,USD,71907,US,100,US,M
2023,EN,FT,Data Analyst,USD,70000,US,0,US,M
2023,MI,FT,Data Engineer,USD,70000,US,100,US,M
2023,MI,FT,Data Engineer,USD,70000,US,100,US,M
2023,SE,FT,Data Scientist,USD,70000,US,0,US,M
2023,SE,FT,Data Analyst,USD,70000,US,0,US,M
2023,SE,FT,Data Analyst,USD,70000,US,0,US,M
2023,MI,FT,Applied Machine Learning Engineer,EUR,,IN,100,DE,S
2023,SE,FT,Applied Data Scientist,AUD,68318,AU,100,FI,M
2023,MI,FT,Lead Data Analyst,USD,68000,US,0,US,L
2023,MI,FT,Data Scientist,GBP,66837,GB,0,GB,M
2023,MI,FT,Data Scientist,HKD,,HK,0,HK,L
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M
2023,SE,FT,Data Analyst,USD,65000,US,0,US,M
2023,MI,FT,Data Analyst,USD,64500,US,0,US,M
2023,EN,FT,Data Analyst,USD,64200,US,100,US,M
2023,EN,FT,Data Engineer,USD,61800,US,100,US,M
2023,MI,FT,Data Engineer,USD,60400,US,100,US,M
2023,EN,FT,BI Data Engineer,USD,60000,US,100,US,M
2023,SE,FT,AI Developer,USD,60000,UA,0,UA,M
2022,EN,FT,Data Engineer,EUR,59888,NL,100,NL,L
2023,MI,FT,ETL Engineer,GBP,57723,GB,100,GB,M
2022,EN,FT,Machine Learning Engineer,CHF,56536,CH,100,CH,S
2023,EN,FT,Data Analyst,USD,56100,US,100,US,M
2023,MI,FT,Data Scientist,GBP,54685,GB,0,GB,M
2023,MI,FT,Data Analyst,GBP,54685,GB,0,GB,M
2023,SE,FT,Data Analyst,GBP,54685,CF,100,CF,M
2023,SE,FT,Data DevOps Engineer,EUR,53654,FR,50,FR,S
2023,MI,FT,Data Scientist,USD,51962,US,100,US,M
2023,EN,FT,Data Scientist,CAD,51753,CA,100,CA,L
2023,MI,FT,Data Scientist,GBP,51039,GB,0,GB,M
2023,MI,FT,Data Scientist,GBP,51039,GB,0,GB,M
2023,SE,FL,Machine Learning Researcher,USD,50000,UA,50,UA,S
2023,MI,FT,Big Data Engineer,EUR,48289,ES,100,ES,M
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M
2023,MI,FT,Data Analyst,GBP,46178,GB,0,GB,M
2023,EN,FT,Applied Machine Learning Scientist,EUR,42923,DE,50,DE,M
2023,MI,FT,Data Analyst,GBP,42533,GB,0,GB,M
2023,SE,FT,Data Analyst,GBP,,CF,100,CF,M
2023,EN,FT,Data Analyst,CAD,40663,CA,0,CA,L
2023,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M
2023,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M
2023,MI,CT,ML Engineer,USD,30000,US,100,US,S
2023,EN,FT,Compliance Data Analyst,USD,30000,NG,100,NG,L
2021,MI,FT,Data Engineer,EUR,28369,MT,50,MT,L
2023,MI,CT,ML Engineer,USD,25500,US,100,US,S
2023,EN,FT,Business Data Analyst,EUR,,ES,0,ES,M
2022,MI,FT,Machine Learning Engineer,INR,20984,IN,50,IN,L
2023,MI,FT,Applied Data Scientist,INR,20670,IN,100,IN,L
2023,EN,FT,Data Engineer,INR,17022,IN,100,IN,L
2020,EX,FT,Staff Data Analyst,USD,15000,NG,0,CA,M
2023,EN,FT,Autonomous Vehicle Technician,USD,35000,GH,0,GH,S
2023,MI,FT,Data Analyst,USD,,US,100,US,M
2023,SE,FT,Data Scientist,USD,,US,100,US,M
2023,SE,FT,Data Engineer,USD,,US,0,US,M
2023,SE,FT,Data Engineer,USD,,US,100,US,M
